drug,adr,a,b,c,d,prr,prr_signal,ror,ror_signal,ic,ic_signal
canagliflozin,Osteoporosis,1,516,11,52164,13.138156790330703,False,13.173407971715982,False,1.2798888976284937,False
canagliflozin,Overdose,1,516,420,51755,0.3593074984275935,False,0.3574468232052148,False,-1.6262805396008564,False
canagliflozin,Pain in extremity,4,513,147,52028,3.0729926051959953,True,3.091159044774149,True,1.1832795001951142,True
canagliflozin,Palpitations,1,516,66,52109,2.2720120765233545,False,2.2757062064648554,False,0.374092003044826,False
canagliflozin,Pancreatic enlargement,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Pancreatic failure,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Pancreatic pseudocyst,1,516,1,52174,100.72586872586872,False,101.01548886737658,False,1.5294239944235921,False
canagliflozin,Pancreatitis,3,514,96,52079,3.653269850161042,True,3.671319304924042,True,1.250202805770862,True
canagliflozin,Pancreatitis acute,2,515,93,52082,2.6932050461462227,False,2.701416515817155,False,0.8037808164915818,False
canagliflozin,Pancreatitis haemorrhagic,1,516,4,52171,33.575289575289574,False,33.66989351403679,False,1.4499302501367093,False
canagliflozin,Pancreatitis necrotising,1,516,1,52174,100.72586872586872,False,101.01548886737658,False,1.5294239944235921,False
canagliflozin,Pancreatitis relapsing,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Pemphigoid,2,515,77,52098,3.249221571802217,False,3.260129532868183,False,0.9712869769501234,False
canagliflozin,Penile haemorrhage,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Perineal infection,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Peripheral arterial occlusive disease,2,515,31,52144,7.994116565545137,False,8.02803565655166,False,1.6015843185308523,False
canagliflozin,Peripheral swelling,1,516,101,52074,1.4885596363428875,False,1.489978492982799,False,-0.0007664300477163929,False
canagliflozin,Peripheral vascular disorder,2,515,6,52169,38.74071874071874,False,38.92374841453406,False,2.111554470431118,False
canagliflozin,Physical deconditioning,1,516,2,52173,60.435521235521236,False,60.6081316553727,False,1.5024364558048016,False
canagliflozin,Platelet count decreased,1,516,38,52137,3.924384495813067,False,3.9328773839906463,False,0.7650365205193962,False
canagliflozin,Pneumonia,4,513,181,51994,2.497335588244679,True,2.510457321734652,True,0.9588061313135532,True
canagliflozin,Pollakiuria,4,513,83,52092,5.428340230735441,True,5.46714749663283,True,1.7331010999335656,True
canagliflozin,Polycythaemia vera,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Product dose omission,2,515,7,52168,33.575289575289574,False,33.73326867119302,False,2.0872903589864418,False
canagliflozin,Product dose omission issue,1,516,45,52130,3.320633034918749,False,3.327372530663915,False,0.6569297661978,False
canagliflozin,Product label issue,1,516,2,52173,60.435521235521236,False,60.6081316553727,False,1.5024364558048016,False
canagliflozin,Product prescribing error,1,516,53,52122,2.824089777360805,False,2.82938723073165,False,0.5425510430961686,False
canagliflozin,Product use in unapproved indication,2,515,110,52065,2.278865808277573,False,2.2850678733031673,False,0.6448353488911146,False
canagliflozin,Product use issue,2,515,26,52149,9.502440445836672,False,9.543674395622496,False,1.6901651688512747,False
canagliflozin,Prostate cancer,1,516,8,52167,17.77515330456507,False,17.823871077956838,False,1.3503247648202354,False
canagliflozin,Prostatic abscess,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Prostatic operation,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Prostatitis,3,514,1,52174,235.02702702702703,True,236.61904761904762,True,2.6983369201648375,True
canagliflozin,Pruritus,3,514,163,52012,2.1562112571286884,True,2.164076639830244,True,0.71734961403499,True
canagliflozin,Pruritus genital,1,516,6,52169,23.244431244431247,False,23.30903269044605,False,1.3992680671110613,False
canagliflozin,Pulmonary artery thrombosis,2,515,0,52175,503.62934362934357,False,506.06692531522793,False,2.266389588589798,False
canagliflozin,Pulmonary congestion,1,516,21,52154,7.0273861901768875,False,7.044890699925707,False,1.067216765006395,False
canagliflozin,Pulmonary embolism,3,514,29,52146,11.950526797984427,True,12.025020177562551,True,2.1042975463823828,True
canagliflozin,Pyelonephritis,1,516,12,52163,12.087104247104246,False,12.119303000968054,False,1.2571542779049296,False
canagliflozin,Pyrexia,1,516,134,52041,1.1233368259390564,False,1.1236950161402348,False,-0.2826053685676777,False
canagliflozin,Rash,1,516,144,52031,1.04559725320971,False,1.045729675048654,False,-0.3581724793780143,False
canagliflozin,Rectal cancer metastatic,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Renal failure,2,515,401,51774,0.6271847367737778,False,0.6253767093090532,False,-0.8332154605198683,False
canagliflozin,Renal impairment,2,515,219,51956,1.147219461570259,False,1.1479334259813658,False,-0.09404343675052766,False
canagliflozin,Renal injury,2,515,19,52156,12.913572913572914,False,12.971349697828844,False,1.8240930721691726,False
canagliflozin,Respiratory distress,1,516,49,52126,3.052299052299052,False,3.058259262518701,False,0.5986071898042742,False
canagliflozin,Respiratory failure,1,516,119,52056,1.264341448441867,False,1.2651091389988132,False,-0.16127142938792313,False
canagliflozin,Respiratory rate increased,1,516,13,52162,11.191763191763192,False,11.22136172959019,False,1.2347723692766996,False
canagliflozin,Respiratory tract infection,1,516,11,52164,13.138156790330703,False,13.173407971715982,False,1.2798888976284937,False
canagliflozin,Retching,1,516,12,52163,12.087104247104246,False,12.119303000968054,False,1.2571542779049296,False
canagliflozin,Retinal detachment,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Retinal haemorrhage,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Rhinitis allergic,1,516,1,52174,100.72586872586872,False,101.01548886737658,False,1.5294239944235921,False
canagliflozin,Seizure,1,516,78,52097,1.9246981285197846,False,1.927383602271536,False,0.2343213827839173,False
canagliflozin,Sepsis,2,515,73,52102,3.4260499566622014,False,3.437815475365704,False,1.0163891813436774,False
canagliflozin,Septic shock,2,515,93,52082,2.6932050461462227,False,2.701416515817155,False,0.8037808164915818,False
canagliflozin,Single functional kidney,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Skin ulcer,2,515,17,52158,14.389409817981246,False,14.454343910212,False,1.8647583242525956,False
canagliflozin,Somnolence,1,516,111,52064,1.3550565299444222,False,1.3560876718513277,False,-0.0921302452750916,False
canagliflozin,Subdural haematoma,2,515,3,52172,71.94704908990623,False,72.29111819315506,False,2.186895844302916,False
canagliflozin,Suicide attempt,1,516,223,51952,0.6760125417843539,False,0.6750716295146085,False,-0.846836348725623,False
canagliflozin,Superior mesenteric artery syndrome,2,515,1,52174,167.87644787644788,False,168.68574199806014,False,2.239402049971008,False
canagliflozin,Surgery,1,516,5,52170,27.47069147069147,False,27.547566663733168,False,1.4243767861847927,False
canagliflozin,Suspected counterfeit product,2,515,2,52173,100.72586872586874,False,101.20950533462657,False,2.2129100929945955,False
canagliflozin,Therapeutic product effect incomplete,2,515,56,52119,4.4568968462773775,False,4.473661622447491,False,1.22555734154424,False
canagliflozin,Thirst,1,516,56,52119,2.6741381077664266,False,2.6790000771016627,False,0.5018935498345626,False
canagliflozin,Thyroid cancer,1,516,3,52172,43.16822945394374,False,43.29069285022818,False,1.4759444988283896,False
canagliflozin,Toe amputation,2,515,12,52163,20.145173745173746,False,20.238021338506304,False,1.9717379634429058,False
canagliflozin,Torulopsis infection,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Toxic epidermal necrolysis,2,515,18,52157,13.611603881874153,False,13.672765879361418,False,1.8442824239967035,False
canagliflozin,Toxic skin eruption,1,516,24,52151,6.166889921991962,False,6.181895410632792,False,1.0090821056412145,False
canagliflozin,Treatment noncompliance,1,516,54,52121,2.772271616308313,False,2.777418581312113,False,0.5288708390529118,False
canagliflozin,Type 2 diabetes mellitus,3,514,73,52102,4.796469939327082,True,4.822296265444954,True,1.4904075819752882,True
canagliflozin,Unevaluable event,2,515,18,52157,13.611603881874153,False,13.672765879361418,False,1.8442824239967035,False
canagliflozin,Urinary incontinence,1,516,30,52145,4.953731248813216,False,4.965213527367369,False,0.8994011661786995,False
canagliflozin,Urinary retention,1,516,37,52138,4.029034749034749,False,4.03783155856728,False,0.7811635051553503,False
canagliflozin,Urinary tract infection,5,512,201,51974,2.7493413299864913,True,2.768114749137566,True,1.125310955540811,True
canagliflozin,Urine ketone body,1,516,1,52174,100.72586872586872,False,101.01548886737658,False,1.5294239944235921,False
canagliflozin,Urine ketone body present,2,515,23,52152,10.715517949560503,False,10.7626349134284,False,1.7460476998074204,False
canagliflozin,Urticaria,2,515,102,52073,2.4567285055089934,False,2.463793144236001,False,0.7174576581485912,False
canagliflozin,Venous thrombosis limb,1,516,0,52175,302.17760617760615,False,303.05227492739596,False,1.556926010288367,False
canagliflozin,Ventricular fibrillation,1,516,9,52166,15.904084535663483,False,15.947368421052632,False,1.3264620009700643,False
canagliflozin,Vertigo,2,515,33,52142,7.516855875064831,False,7.5484604137411875,False,1.567620754939047,False
canagliflozin,Vomiting,6,511,617,51558,1.0602723023775655,False,1.061038226063693,False,-0.024802266131805185,False
canagliflozin,Weight decreased,5,512,312,51863,1.7727752895752895,False,1.7810684878048781,False,0.6073047621131233,True
canagliflozin,Wound,1,516,16,52159,9.156897156897157,False,9.180586112822319,False,1.1696375424576508,False
canagliflozin,Wound infection,1,516,1,52174,100.72586872586872,False,101.01548886737658,False,1.5294239944235921,False
canagliflozin,Wrong technique in product usage process,1,516,39,52136,3.825032989589951,False,3.8332373448356147,False,0.7490878182767512,False
dapagliflozin,Abdominal discomfort,3,1551,219,50919,0.5243911549927122,False,0.523318237843163,False,-1.0097066494901057,False
dapagliflozin,Abdominal distension,2,1552,90,51048,0.9084756000071059,False,0.9083282177204829,False,-0.3621173294238389,False
dapagliflozin,Abdominal pain,5,1549,299,50839,0.6039315257476287,False,0.6025256679816474,False,-0.7832640883288559,False
dapagliflozin,Abdominal pain upper,2,1552,205,50933,0.40008292847028265,False,0.3991168784356132,False,-1.4016028585547258,False
dapagliflozin,Abdominal tenderness,1,1553,6,51132,7.589265396982439,False,7.5956277388527145,False,1.0863133488116068,False
dapagliflozin,Abnormal loss of weight,2,1552,12,51126,6.577363344051446,False,6.58634460547504,False,1.4534151551176089,False
dapagliflozin,Abnormal sensation in eye,1,1553,0,51138,98.6604501607717,False,98.7547473447055,False,1.5022813189649413,False
dapagliflozin,Accidental overdose,1,1553,80,51058,0.6127978270855385,False,0.6124239595223768,False,-0.9455395791036039,False
dapagliflozin,Acetonaemia,1,1553,11,51127,4.28958478959877,False,4.2927610864667445,False,0.8128138117409732,False
dapagliflozin,Acidosis,4,1550,81,51057,1.8158365060264732,False,1.8182042998201648,False,0.5816806634531515,True
dapagliflozin,Acne,1,1553,15,51123,3.182595166476507,False,3.184702596634031,False,0.6261208819325973,False
dapagliflozin,Acute coronary syndrome,1,1553,13,51125,3.6540907466952484,False,3.656653434896113,False,0.7164495609514028,False
dapagliflozin,Acute kidney injury,16,1538,1821,49317,0.2979041865957971,False,0.29037439724177083,False,-1.7284698239712617,False
dapagliflozin,Acute myocardial infarction,3,1551,27,51111,4.185594855305466,True,4.192781179503706,True,1.3377144950470468,True
dapagliflozin,Alanine aminotransferase increased,1,1553,33,51105,1.472544032250324,False,1.4730003026387215,False,-0.002626066783582538,False
dapagliflozin,Alopecia,2,1552,45,51093,1.8069679516624852,False,1.808267416963069,False,0.40649842664402547,False
dapagliflozin,Altered state of consciousness,2,1552,42,51096,1.9345186306033668,False,1.9360234915222128,False,0.47581249222951755,False
dapagliflozin,Altered visual depth perception,1,1553,0,51138,98.6604501607717,False,98.7547473447055,False,1.5022813189649413,False
dapagliflozin,Anaemia,1,1553,107,51031,0.4588858147012637,False,0.4583633356037754,False,-1.2967614092654727,False
dapagliflozin,Anal abscess,2,1552,3,51135,23.49058337161231,False,23.526800092017485,False,1.9490635303363764,False
dapagliflozin,Anal blister,1,1553,0,51138,98.6604501607717,False,98.7547473447055,False,1.5022813189649413,False
dapagliflozin,Anaphylactic shock,1,1553,5,51133,8.969131832797427,False,8.976826520759575,False,1.1478352252146795,False
dapagliflozin,Angioedema,1,1553,28,51110,1.7308850905398545,False,1.731590805142886,False,0.14637991738358508,False
dapagliflozin,Anion gap,1,1553,17,51121,2.8188700045934776,False,2.820626235688997,False,0.5411160807887747,False
dapagliflozin,Anxiety,1,1553,95,51043,0.5165468594804801,False,0.5160800556756656,False,-1.1510992778589344,False
dapagliflozin,Aortic valve incompetence,2,1552,0,51138,164.43408360128618,False,164.69726247987117,False,2.1610484626478557,False
dapagliflozin,Aphasia,1,1553,20,51118,2.4063524429456513,False,2.407710362909873,False,0.4223206186197545,False
dapagliflozin,Arrhythmia,1,1553,44,51094,1.1085443838288955,False,1.1086491901216173,False,-0.2846297620721722,False
dapagliflozin,Arterial disorder,1,1553,2,51136,19.732090032154343,False,19.750177019633085,False,1.3499059651537728,False
dapagliflozin,Arteriosclerosis,1,1553,10,51128,4.698116674322462,False,4.701687433905007,False,0.8635223378771298,False
dapagliflozin,Arthralgia,2,1552,216,50922,0.3797553893794138,False,0.3787566057874322,False,-1.4707788538391424,False
dapagliflozin,Aspartate aminotransferase increased,1,1553,31,51107,1.5660388914408205,False,1.5665854368783239,False,0.055142976519073565,False
dapagliflozin,Aspiration,1,1553,13,51125,3.6540907466952484,False,3.656653434896113,False,0.7164495609514028,False
dapagliflozin,Asterixis,1,1553,0,51138,98.6604501607717,False,98.7547473447055,False,1.5022813189649413,False
dapagliflozin,Asthenia,8,1546,302,50836,0.9240923706518561,False,0.9236751609205538,False,-0.18195402543968678,False
